1521333421.029000 /muse/acc fff  257.8129 941.4077 132.81271
1521333426.001000 /muse/elements/alpha_absolute ffff  0.4256438 -0.21144779 -0.20418116 1.0066454
1521333426.001000 /muse/elements/beta_absolute ffff  0.29440537 -0.3163947 -0.39679578 0.56641227
1521333426.001000 /muse/elements/delta_absolute ffff  0.6671144 0.50688374 0.5145607 0.96057045
1521333426.001000 /muse/elements/gamma_absolute ffff  -0.0054972293 -0.8289339 -0.87262607 0.2141156
1521333426.001000 /muse/elements/theta_absolute ffff  0.32084498 -0.10909418 -0.24169354 1.130255
1521333426.001000 /muse/elements/alpha_session_score ffff  0.0 0.1971831 0.32941177 0.8630137
1521333426.001000 /muse/elements/beta_session_score ffff  0.0 0.47619048 0.5740741 0.95348835
1521333426.001000 /muse/elements/delta_session_score ffff  0.205298 0.2519685 0.23030303 0.11111111
1521333426.001000 /muse/elements/gamma_session_score ffff  0.0 0.42105263 0.34 1.0
1521333426.001000 /muse/elements/theta_session_score ffff  0.42982456 0.2992126 0.2631579 0.80582523
1521333426.001000 /muse/eeg ffff  848.809875488 822.49017334 829.070068359 806.040344238
1521333426.001000 /muse/eeg ffff  850.454833984 820.845214844 830.715087891 809.330322266
1521333426.001000 /muse/eeg ffff  842.229919434 820.845214844 830.715087891 810.975280762
1521333426.001000 /muse/eeg ffff  840.584960938 820.845214844 832.360046387 812.620300293
1521333426.001000 /muse/eeg ffff  842.229919434 820.845214844 832.360046387 810.975280762
1521333426.001000 /muse/acc fff  261.719146729 937.501464844 128.906448364
1521333426.028000 /muse/acc fff  261.719146729 937.501464844 128.906448364
1521333426.030000 /muse/acc fff  269.531677246 937.501464844 128.906448364
1521333426.054000 /muse/drlref ff  1641935.5 1648387.125
1521333426.054000 /muse/acc fff  265.625427246 941.407714844 132.812713623
1521333426.054000 /muse/eeg ffff  842.229919434 820.845214844 829.070068359 809.330322266
1521333426.054000 /muse/eeg/quantization iiii  1 1 1 1
1521333426.054000 /muse/eeg ffff  842.229919434 820.845214844 829.070068359 809.330322266
1521333426.054000 /muse/eeg ffff  843.874938965 820.845214844 830.715087891 807.68536377
1521333426.054000 /muse/eeg ffff  840.584960938 820.845214844 830.715087891 810.975280762
1521333426.054000 /muse/eeg ffff  843.874938965 824.135131836 832.360046387 814.265258789
1521333426.054000 /muse/eeg ffff  848.809875488 824.135131836 832.360046387 815.91027832
1521333426.054000 /muse/eeg ffff  847.164855957 825.780151367 834.005004883 820.845214844
1521333426.054000 /muse/eeg ffff  848.809875488 824.135131836 835.650024414 819.200195312
1521333426.054000 /muse/eeg ffff  857.034729004 824.135131836 835.650024414 815.91027832
1521333426.054000 /muse/eeg ffff  857.034729004 824.135131836 835.650024414 819.200195312
1521333426.054000 /muse/eeg ffff  847.164855957 822.49017334 834.005004883 827.425109863
1521333426.054000 /muse/eeg ffff  837.29498291 820.845214844 834.005004883 838.940002441
1521333426.054000 /muse/eeg ffff  840.584960938 822.49017334 835.650024414 843.874938965
1521333426.054000 /muse/eeg ffff  840.584960938 824.135131836 837.29498291 845.519897461
1521333426.054000 /muse/eeg ffff  842.229919434 824.135131836 838.940002441 850.454833984
1521333426.054000 /muse/eeg ffff  843.874938965 825.780151367 838.940002441 855.389770508
1521333426.059000 /muse/acc fff  257.812896729 945.313964844 128.906448364
1521333426.084000 /muse/acc fff  253.906646729 945.313964844 125.000198364
1521333426.133000 /muse/acc fff  253.906646729 945.313964844 128.906448364
1521333426.135000 /muse/eeg ffff  842.229919434 824.135131836 838.940002441 857.034729004
1521333426.135000 /muse/elements/alpha_relative ffff  0.20318186 0.1216544 0.122519165 0.26647314
1521333426.135000 /muse/elements/beta_relative ffff  0.16173598 0.092477255 0.071214765 0.09669862
1521333426.135000 /muse/elements/delta_relative ffff  0.37609217 0.6060953 0.6758819 0.23965059
1521333426.135000 /muse/elements/gamma_relative ffff  0.084315166 0.028071538 0.023232356 0.04296587
1521333426.135000 /muse/elements/theta_relative ffff  0.17467481 0.15170151 0.10715179 0.35421178
1521333426.135000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333426.135000 /muse/elements/is_good iiii  1 1 1 0
1521333426.135000 /muse/elements/blink i  0
1521333426.135000 /muse/elements/jaw_clench i  0
1521333426.135000 /muse/elements/touching_forehead i  1
1521333426.135000 /muse/elements/experimental/concentration f  0.93676114
1521333426.136000 /muse/elements/experimental/mellow f  1.0
1521333426.136000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.3781185 13.365946 5.5853615 -0.6555518 -2.2043455 -3.6494865 -9.424632 -5.137907 0.099099614 -1.3713458 -11.897328 -13.093292 -14.392039 -8.046087 -4.434249 -6.8617945 -5.523748 -12.836113 -9.55065 -10.618669 -12.684109 -9.054371 -7.2740974 -12.505061 -7.2930784 -8.184239 -13.446401 -8.268467 -9.621733 -14.839005 -13.354329 -9.322776 -9.694222 -12.306945 -16.535704 -13.0227785 -13.456136 -16.931747 -12.407975 -11.605552 -11.665331 -15.10799 -11.324127 -8.656893 -12.79965 -13.406787 -16.06978 -15.41557 -11.114421 -13.00666 -13.834397 -9.211127 -8.725051 -13.288523 -14.648673 -11.27864 -11.689701 -12.364262 -12.321278 -15.406499 -16.734905 -15.417288 -13.185343 -19.46501 -25.659676 -25.758842 -18.588888 -19.085451 -26.90071 -29.366615 -31.236582 -21.384754 -18.316576 -19.819864 -23.05296 -24.013462 -24.202547 -22.508589 -16.549633 -17.299603 -16.464548 -11.944579 -12.243805 -18.68753 -13.929697 -12.173838 -13.739943 -15.585122 -12.823428 -16.655952 -22.718836 -24.722506 -21.35151 -21.630701 -23.943388 -20.167767 -19.066034 -16.59174 -17.407492 -17.83395 -17.619291 -19.075869 -14.232788 -15.286004 -16.091696 -12.934403 -15.091137 -20.729836 -18.759867 -17.777103 -16.331947 -20.77836 -23.323652 -20.814678 -18.950916 -23.06009 -29.814125 -24.061445 -22.340427 -22.459291 -29.914587 -27.180681 -26.955555 -24.597754 -24.254604 -24.88708 -22.018618 -19.377556 -22.958025
1521333426.136000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.935816 16.314018 4.1969504 -2.543101 -1.8227547 -6.270238 -7.082032 -6.699002 -8.354733 -11.34633 -11.611676 -12.357407 -15.617359 -12.546819 -14.781618 -16.885695 -12.393147 -14.793451 -21.104794 -16.413315 -13.059923 -17.664076 -21.667482 -14.748627 -16.674185 -18.173584 -19.488287 -20.924479 -18.461117 -21.437563 -19.643267 -17.81944 -20.193813 -19.904543 -21.724804 -22.29481 -22.460989 -19.645805 -17.507435 -20.390453 -22.452278 -24.367594 -21.741312 -19.163513 -21.378725 -24.872383 -20.84546 -21.807148 -22.70929 -24.037897 -27.35898 -25.796724 -26.527143 -31.752033 -25.381233 -23.404694 -26.573818 -27.337948 -23.373058 -19.679235 -23.696785 -24.415768 -23.897842 -30.940367 -30.337051 -27.632645 -24.388767 -29.30319 -31.405943 -30.260504 -34.402905 -32.726562 -27.482347 -26.456676 -27.467428 -26.884142 -29.593035 -27.391869 -26.352999 -22.197893 -24.316961 -27.612741 -26.010761 -28.546513 -31.580276 -30.05967 -25.82525 -25.216335 -22.360537 -27.87693 -25.597742 -21.805094 -26.403147 -28.175907 -26.922739 -23.93613 -22.63173 -21.136833 -23.800865 -29.418806 -27.514875 -26.203218 -28.768944 -28.46402 -29.61597 -27.216738 -29.964615 -28.992987 -29.661129 -28.154497 -24.299368 -26.051638 -24.421343 -29.783195 -28.157593 -29.880486 -31.86837 -32.54545 -26.270197 -30.11494 -31.650766 -32.242798 -30.331575 -30.611155 -28.481619 -30.825367 -27.579794 -28.252245 -41.360874
1521333426.137000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.6485815 14.799868 4.2672124 0.7135584 -3.4111872 -7.9318776 -8.597808 -6.2245493 -10.684172 -14.058668 -11.682058 -12.661529 -14.769386 -14.315764 -13.510508 -11.34962 -14.8846445 -15.443791 -17.211967 -20.213697 -20.529087 -18.074863 -21.459589 -19.539717 -19.687008 -20.586584 -13.694798 -13.457378 -18.121576 -16.18898 -11.805332 -15.169831 -18.392115 -19.188225 -16.900957 -16.863747 -19.911304 -17.023691 -22.322052 -24.05785 -28.82554 -27.383337 -18.504713 -18.484278 -21.832586 -24.163767 -28.947105 -25.118488 -22.299105 -18.66318 -22.601902 -24.64601 -19.29421 -19.777617 -22.849657 -23.445538 -25.816082 -21.336002 -20.333048 -24.294237 -28.72246 -19.876019 -19.837263 -27.483046 -28.016838 -23.952028 -26.40424 -29.101635 -28.526394 -33.366665 -37.472477 -32.984055 -31.58738 -32.08182 -30.717768 -26.93752 -30.85424 -30.119347 -34.163406 -30.460203 -24.6022 -27.527308 -25.155762 -30.939098 -25.942057 -23.284676 -24.698097 -23.670687 -23.884892 -22.572432 -20.791407 -23.830572 -19.615973 -22.027428 -28.654282 -26.97281 -21.112247 -21.84361 -21.544044 -27.656519 -25.070837 -24.868439 -24.563726 -25.310469 -24.457012 -31.269894 -29.857426 -23.192646 -26.331615 -26.231554 -30.819036 -36.99775 -31.434055 -27.269787 -26.309885 -26.403028 -27.874876 -35.63202 -34.63506 -31.973635 -34.76175 -33.10115 -33.986176 -34.42123 -34.294643 -31.22518 -31.650276 -27.963934 -28.3064
1521333426.137000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  12.204667 19.550306 21.779013 19.352966 13.532074 6.695132 11.4434805 8.6268425 -2.3873096 0.86216724 6.2350125 1.3175542 -0.55945736 5.0562243 3.4241817 -1.8295094 -6.2976737 -7.1964664 -4.9530673 -9.6885 -10.872854 -10.98386 -9.726759 -10.075913 -13.357049 -9.015774 -9.014482 -13.416344 -10.97816 -9.1517105 -10.129702 -15.242262 -17.447342 -13.84214 -10.661461 -7.17729 -7.264515 -8.837041 -21.11238 -16.603928 -10.854664 -9.003438 -10.783032 -18.307468 -19.621647 -19.36859 -17.947922 -13.55829 -21.06014 -17.535412 -13.782567 -17.371084 -12.586506 -11.771699 -14.980681 -17.810034 -16.142534 -15.488625 -14.956408 -15.855039 -16.55773 -15.204417 -16.168995 -19.580729 -21.901642 -20.4466 -25.752447 -27.55479 -29.232283 -24.01989 -27.94333 -28.031792 -27.668743 -20.966875 -18.132097 -21.651833 -25.654964 -20.817516 -19.56073 -17.650612 -17.943304 -19.621653 -18.197592 -17.675745 -16.438984 -19.221884 -16.963972 -16.259514 -18.527323 -19.708607 -19.883114 -19.227184 -18.752733 -20.91836 -21.034462 -18.882326 -21.750816 -23.23125 -22.858746 -22.07985 -20.903358 -21.998592 -19.40776 -22.502728 -19.272736 -16.61852 -18.740988 -19.039316 -20.309706 -19.500952 -27.202978 -26.246222 -26.54272 -18.688622 -20.616722 -20.608324 -20.478268 -21.461597 -19.711998 -24.921728 -23.166988 -25.717333 -28.949825 -28.260757 -29.75213 -29.933226 -27.883291 -29.22653 -34.766582
1521333426.137000 /muse/elements/low_freqs_absolute ffff  0.8212123 0.5810261 0.64378446 1.3546778
1521333426.137000 /muse/elements/alpha_absolute ffff  0.3881293 -0.21339886 -0.161792 1.0066454
1521333426.137000 /muse/elements/beta_absolute ffff  0.28905106 -0.33249176 -0.39742598 0.56641227
1521333426.137000 /muse/elements/delta_absolute ffff  0.6555387 0.48401424 0.5798748 0.96057045
1521333426.137000 /muse/elements/gamma_absolute ffff  0.0061500687 -0.8502605 -0.8839028 0.2141156
1521333426.137000 /muse/elements/theta_absolute ffff  0.32247466 -0.11753679 -0.2199966 1.130255
1521333426.137000 /muse/elements/alpha_session_score ffff  0.0 0.17142858 0.3882353 0.8630137
1521333426.137000 /muse/elements/beta_session_score ffff  0.0 0.45238096 0.5740741 0.95348835
1521333426.138000 /muse/elements/delta_session_score ffff  0.1986755 0.23622048 0.27439025 0.11111111
1521333426.138000 /muse/elements/gamma_session_score ffff  0.0 0.3859649 0.3 1.0
1521333426.138000 /muse/elements/theta_session_score ffff  0.42982456 0.2913386 0.27272728 0.80582523
1521333426.138000 /muse/eeg/quantization iiii  1 1 1 1
1521333426.138000 /muse/eeg ffff  847.164855957 824.135131836 835.650024414 857.034729004
1521333426.138000 /muse/eeg ffff  843.874938965 824.135131836 835.650024414 860.324707031
1521333426.138000 /muse/eeg ffff  842.229919434 827.425109863 837.29498291 861.969726562
1521333426.138000 /muse/eeg ffff  834.005004883 827.425109863 837.29498291 866.904663086
1521333426.138000 /muse/eeg ffff  840.584960938 830.715087891 838.940002441 860.324707031
1521333426.138000 /muse/eeg ffff  843.874938965 830.715087891 837.29498291 857.034729004
1521333426.138000 /muse/eeg ffff  842.229919434 829.070068359 838.940002441 860.324707031
1521333426.138000 /muse/eeg ffff  845.519897461 829.070068359 837.29498291 863.614685059
1521333426.138000 /muse/eeg ffff  848.809875488 829.070068359 838.940002441 865.259643555
1521333426.138000 /muse/eeg ffff  850.454833984 829.070068359 840.584960938 868.549621582
1521333426.138000 /muse/eeg ffff  848.809875488 830.715087891 838.940002441 866.904663086
1521333426.138000 /muse/eeg ffff  847.164855957 830.715087891 843.874938965 861.969726562
1521333426.138000 /muse/eeg ffff  845.519897461 830.715087891 842.229919434 863.614685059
1521333426.138000 /muse/eeg ffff  842.229919434 832.360046387 843.874938965 863.614685059
1521333426.138000 /muse/eeg ffff  837.29498291 832.360046387 843.874938965 870.194580078
1521333426.138000 /muse/acc fff  250.000396729 941.407714844 125.000198364
1521333426.147000 /muse/acc fff  250.000396729 945.313964844 125.000198364
1521333426.147000 /muse/drlref ff  1641935.5 1648387.125
1521333426.161000 /muse/acc fff  257.812896729 941.407714844 128.906448364
1521333426.185000 /muse/acc fff  261.719146729 949.220214844 132.812713623
1521333426.198000 /muse/eeg ffff  832.360046387 832.360046387 845.519897461 870.194580078
1521333426.198000 /muse/eeg/quantization iiii  1 1 1 1
1521333426.198000 /muse/eeg ffff  837.29498291 832.360046387 845.519897461 870.194580078
1521333426.198000 /muse/eeg ffff  835.650024414 832.360046387 845.519897461 866.904663086
1521333426.198000 /muse/eeg ffff  842.229919434 834.005004883 843.874938965 865.259643555
1521333426.198000 /muse/eeg ffff  845.519897461 834.005004883 845.519897461 866.904663086
1521333426.198000 /muse/eeg ffff  843.874938965 835.650024414 845.519897461 861.969726562
1521333426.198000 /muse/eeg ffff  848.809875488 835.650024414 847.164855957 865.259643555
1521333426.199000 /muse/elements/alpha_relative ffff  0.19115803 0.12618126 0.1285144 0.26647314
1521333426.199000 /muse/elements/beta_relative ffff  0.16552159 0.09081569 0.063947506 0.09669862
1521333426.199000 /muse/elements/delta_relative ffff  0.3778414 0.60164696 0.6807148 0.23965059
1521333426.199000 /muse/elements/gamma_relative ffff  0.0874404 0.026869569 0.020107292 0.04296587
1521333426.199000 /muse/elements/theta_relative ffff  0.17803858 0.15448652 0.106716 0.35421178
1521333426.199000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521333426.199000 /muse/elements/is_good iiii  1 1 1 0
1521333426.199000 /muse/elements/blink i  0
1521333426.199000 /muse/elements/jaw_clench i  0
1521333426.200000 /muse/elements/touching_forehead i  1
1521333426.200000 /muse/elements/experimental/concentration f  0.93676114
1521333426.200000 /muse/elements/experimental/mellow f  1.0
1521333426.200000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.204215 13.88061 5.7559147 -1.475062 -2.9086108 -4.321762 -9.502099 -5.2542405 0.039136093 -1.711273 -12.205417 -13.027785 -15.263337 -8.10759 -4.892057 -7.4159207 -5.753202 -13.644441 -8.475509 -9.081463 -13.159514 -8.82594 -7.249317 -12.270686 -7.1568346 -8.539764 -14.488118 -8.505203 -9.624393 -14.217579 -12.850637 -10.282149 -9.767833 -11.157331 -16.144794 -13.823532 -14.091524 -15.922491 -11.756539 -11.169407 -11.521452 -15.472701 -11.452324 -8.773907 -13.384775 -12.85166 -15.690952 -16.387482 -12.122744 -14.410247 -13.544273 -8.475058 -9.015643 -14.088114 -14.01627 -11.171978 -12.188972 -12.363712 -12.475936 -15.267225 -17.356693 -16.047176 -13.084406 -18.327448 -26.162825 -25.377882 -18.686571 -19.367285 -27.751947 -29.4859 -31.443386 -22.240404 -19.832113 -20.680534 -21.38205 -23.064371 -24.852535 -23.42276 -18.23254 -17.824 -17.560804 -13.153282 -13.458651 -19.757153 -14.737546 -12.524029 -13.647204 -15.043836 -12.644006 -17.71614 -23.641127 -24.090822 -22.037365 -23.207834 -24.943466 -20.805197 -18.430357 -16.37691 -17.92055 -18.326225 -17.30157 -19.99594 -15.164828 -15.253205 -16.87668 -13.718477 -15.84442 -20.73038 -18.65618 -18.973188 -16.950657 -21.14801 -23.15591 -19.766323 -17.426851 -20.982824 -26.468813 -21.975307 -21.000765 -22.55162 -31.337074 -28.857367 -26.573172 -24.340656 -24.864845 -24.007267 -22.420553 -19.925625 -23.022984
1521333426.200000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  9.004831 15.945967 4.0053153 -2.6772175 -1.8682266 -6.2941513 -7.9420295 -6.705132 -8.163981 -11.574252 -12.067834 -12.506802 -15.173327 -13.038424 -14.875615 -17.054007 -13.075647 -16.783579 -20.28527 -18.429726 -13.986381 -18.644783 -21.80285 -15.126318 -16.694456 -18.225853 -18.350708 -20.604557 -18.924206 -21.53958 -20.087627 -18.161236 -20.033096 -19.497862 -21.937378 -22.45697 -22.250782 -19.629602 -17.791344 -20.251652 -22.654375 -24.102648 -21.91805 -19.331486 -21.465134 -24.781525 -21.662104 -22.89945 -22.708336 -24.084522 -27.500061 -26.577328 -27.21491 -31.289997 -25.931396 -24.80218 -26.261776 -27.937876 -23.244057 -20.249077 -23.77257 -24.383907 -24.012823 -30.389894 -30.110735 -27.93274 -24.868723 -31.30817 -31.115414 -31.278072 -33.528233 -32.373222 -27.86085 -26.896322 -26.528305 -27.34604 -29.897165 -27.415096 -26.126545 -21.911057 -24.319582 -28.898024 -27.830246 -29.816322 -30.203915 -28.389772 -25.884577 -25.051994 -21.99367 -27.49416 -25.082682 -21.50429 -28.139494 -28.381712 -26.557436 -24.86902 -22.639118 -21.807833 -24.507448 -29.037792 -27.871965 -26.290237 -29.198053 -28.479052 -29.038433 -26.826426 -30.276592 -29.416018 -28.084986 -28.09165 -24.7254 -25.226759 -24.333212 -29.57688 -28.062717 -30.745281 -31.018602 -32.536236 -26.72996 -30.030764 -32.240578 -32.23599 -30.102259 -31.057554 -28.482101 -31.0887 -27.029095 -27.683096 -39.363235
1521333426.201000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  10.237494 15.128731 5.0503197 1.3913218 -3.229477 -6.8660946 -8.404531 -5.900364 -10.283051 -13.192785 -11.2178545 -11.519254 -13.96108 -13.270167 -12.93715 -11.994473 -15.32256 -15.298321 -18.650816 -19.84068 -21.07596 -18.975279 -23.05617 -20.611662 -20.221558 -19.944546 -13.568771 -13.547486 -17.830923 -16.110569 -12.312108 -15.792752 -18.305115 -19.638708 -17.250875 -17.151297 -19.663744 -17.399448 -22.134068 -24.118834 -30.582933 -27.240725 -19.049631 -18.922592 -21.385891 -23.89529 -30.927893 -26.135014 -22.19009 -18.903788 -23.098454 -25.177156 -20.178465 -19.964617 -22.714975 -23.632175 -25.401222 -21.551556 -20.305923 -25.26855 -29.064917 -20.331614 -20.137644 -27.596342 -27.697603 -24.1866 -26.26805 -29.413801 -28.53549 -33.989475 -37.58986 -33.893024 -33.250793 -32.357067 -30.839226 -26.45775 -29.620203 -29.232676 -34.379944 -30.452106 -24.777369 -28.101477 -25.785181 -30.967737 -26.692678 -23.767317 -24.895748 -23.933176 -23.78387 -22.542292 -20.53033 -23.448908 -19.466402 -22.272888 -28.986048 -26.88412 -21.747213 -22.036581 -21.415033 -27.167152 -26.438036 -25.67162 -24.432325 -25.649885 -24.5307 -29.73465 -28.964558 -23.664122 -26.97881 -26.005358 -31.314543 -36.829308 -30.840065 -27.50591 -27.328434 -26.292772 -28.280792 -37.231617 -34.94462 -31.682209 -35.27462 -33.04398 -33.685482 -33.961025 -34.764015 -30.542578 -31.6684 -28.415012 -28.859255
