1521319789.866000 /muse/acc fff  -308.59424 937.50146 105.46892
1521319800.748000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  12.128659 17.709927 16.692293 10.211226 5.012068 3.7114758 1.9909297 -0.24337761 4.075977 2.8392942 -1.915618 -2.181996 -1.4518967 -2.541205 -4.9815044 -4.548293 0.28739744 -0.0051061595 -7.844644 -2.7019784 -1.615435 -6.305557 -6.743768 -4.1614027 -3.4715338 -5.5974255 -5.738171 -8.387096 -7.564911 -7.9600167 -7.7853956 -7.514788 -10.210794 -4.876659 -10.117965 -8.266002 -10.279448 -7.58826 -9.045265 -6.476259 -8.479399 -8.2083845 -4.3362737 -5.723623 -8.248485 -11.221267 -9.900941 -9.978796 -10.549721 -8.268623 -9.870793 -10.139267 -9.948214 -11.778039 -9.766384 -11.567679 -12.313896 -10.164122 -11.812104 -9.7663555 -10.276719 -11.880328 -13.223729 -15.809131 -13.382596 -11.147356 -11.795047 -17.64503 -17.373228 -21.686678 -23.122252 -18.582298 -20.555553 -21.088318 -20.26144 -18.188639 -13.227045 -11.580174 -13.717514 -13.757753 -8.719104 -13.808924 -8.867925 -9.826629 -12.589606 -13.915269 -13.440677 -17.092733 -13.949462 -9.1377 -7.174072 -14.758638 -15.047982 -13.220735 -17.578508 -13.075513 -10.31666 -10.636179 -14.707617 -18.508062 -18.77717 -21.511326 -16.222572 -15.159536 -17.647408 -16.141935 -13.333722 -12.7769165 -7.9375706 -7.073357 -14.387966 -19.808504 -15.055501 -11.994133 -14.059912 -14.398701 -3.3648326 -5.5459304 -15.330779 -12.864685 -19.69815 -20.970766 -20.495955 -19.719706 -18.53605 -22.315094 -28.652813 -27.448565 -24.52869
1521319800.748000 /muse/elements/low_freqs_absolute ffff  2.0394375 1.8107296 1.3064183 1.7891319
1521319800.748000 /muse/elements/alpha_absolute ffff  1.3977549 0.49221328 0.025131078 0.91800016
1521319800.749000 /muse/elements/beta_absolute ffff  1.242742 0.38592532 0.30211115 0.81484747
1521319800.749000 /muse/elements/delta_absolute ffff  2.005212 1.7531781 1.256668 1.7152989
1521319800.749000 /muse/elements/gamma_absolute ffff  1.1788516 0.35887754 0.32794136 0.392464
1521319800.749000 /muse/elements/theta_absolute ffff  0.9190023 0.9045437 0.34079275 0.9832046
1521319800.749000 /muse/elements/alpha_session_score ffff  0.68 0.52380955 0.0 0.2962963
1521319800.749000 /muse/elements/beta_session_score ffff  0.0 0.5714286 0.22580644 0.6896552
1521319800.749000 /muse/elements/delta_session_score ffff  1.0 0.9444444 0.75 0.90588236
1521319800.749000 /muse/elements/gamma_session_score ffff  0.3548387 1.0 0.974359 0.53333336
1521319800.749000 /muse/elements/theta_session_score ffff  0.028571429 0.86904764 0.4189189 0.42857143
1521319800.749000 /muse/eeg ffff  875.129516602 832.360046387 834.005004883 817.555236816
1521319800.749000 /muse/eeg ffff  853.744812012 837.29498291 835.650024414 827.425109863
1521319800.749000 /muse/eeg ffff  825.780151367 829.070068359 830.715087891 824.135131836
1521319800.749000 /muse/eeg ffff  868.549621582 835.650024414 829.070068359 825.780151367
1521319800.749000 /muse/eeg ffff  858.679748535 842.229919434 835.650024414 832.360046387
1521319800.749000 /muse/eeg ffff  886.64440918 838.940002441 837.29498291 832.360046387
1521319800.749000 /muse/eeg ffff  881.709472656 847.164855957 838.940002441 817.555236816
1521319800.749000 /muse/eeg ffff  855.389770508 830.715087891 832.360046387 814.265258789
1521319800.749000 /muse/eeg ffff  830.715087891 824.135131836 834.005004883 814.265258789
1521319800.749000 /muse/eeg ffff  876.774536133 829.070068359 825.780151367 825.780151367
1521319800.749000 /muse/eeg ffff  848.809875488 847.164855957 825.780151367 809.330322266
1521319800.749000 /muse/eeg ffff  848.809875488 842.229919434 824.135131836 802.750427246
1521319800.749000 /muse/eeg ffff  822.49017334 837.29498291 815.91027832 789.590576172
1521319800.749000 /muse/acc fff  -312.500488281 933.595214844 109.375167847
1521319800.772000 /muse/acc fff  -312.500488281 933.595214844 105.468917847
1521319800.792000 /muse/acc fff  -316.406738281 933.595214844 101.562660217
1521319800.792000 /muse/drlref ff  1629032.25 1645161.25
1521319800.811000 /muse/eeg ffff  810.975280762 843.874938965 817.555236816 787.945556641
1521319800.811000 /muse/eeg/quantization iiii  1 1 1 1
1521319800.811000 /muse/eeg ffff  840.584960938 847.164855957 817.555236816 799.460449219
1521319800.811000 /muse/eeg ffff  840.584960938 857.034729004 810.975280762 789.590576172
1521319800.811000 /muse/eeg ffff  891.579345703 861.969726562 804.395385742 783.010620117
1521319800.811000 /muse/eeg ffff  843.874938965 853.744812012 801.105407715 766.560852051
1521319800.812000 /muse/eeg ffff  852.09979248 853.744812012 794.525512695 773.14074707
1521319800.812000 /muse/eeg ffff  802.750427246 863.614685059 787.945556641 755.045959473
1521319800.812000 /muse/eeg ffff  801.105407715 866.904663086 783.010620117 756.690979004
1521319800.812000 /muse/eeg ffff  774.785766602 870.194580078 784.655639648 761.625915527
1521319800.812000 /muse/elements/alpha_relative ffff  0.14956611 0.04107412 0.041419324 0.10897654
1521319800.812000 /muse/elements/beta_relative ffff  0.10466951 0.032565556 0.077540666 0.08608954
1521319800.812000 /muse/elements/delta_relative ffff  0.60574555 0.78598136 0.71227163 0.65145046
1521319800.812000 /muse/elements/gamma_relative ffff  0.09035036 0.02916836 0.079929285 0.03442259
1521319800.812000 /muse/elements/theta_relative ffff  0.049668446 0.11121062 0.08883907 0.11906085
1521319800.813000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521319800.813000 /muse/elements/is_good iiii  0 1 1 1
1521319800.813000 /muse/elements/blink i  0
1521319800.813000 /muse/elements/jaw_clench i  0
1521319800.813000 /muse/elements/touching_forehead i  1
1521319800.813000 /muse/elements/experimental/concentration f  0.2428474
1521319800.813000 /muse/elements/experimental/mellow f  0.0
1521319800.813000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  14.1990795 20.303396 14.347831 14.466936 13.243638 7.86547 6.9842353 5.3513927 7.107719 4.215655 5.4453 4.734186 5.1843987 0.4159213 -1.2221284 7.2786303 8.975317 3.2715664 1.8216691 6.8209386 5.058623 -0.6971255 -4.430998 -5.635201 -2.654717 -2.284836 -2.645138 -1.4036471 -5.4854083 -3.8899727 -0.77234775 2.9098876 5.3851485 0.8939935 -0.35599172 -0.479334 -2.694371 3.205091 -1.8493613 -1.3917738 -2.6261804 -2.0660264 -2.5172305 -0.60842025 -2.319455 -4.598972 -3.7065783 -1.4447763 -8.031799 -6.733947 -4.879407 -1.3872875 -1.89943 -1.383883 4.449375 0.03365751 -6.038022 -6.184037 1.7305084 1.4055374 -7.8391976 -5.636141 0.25330284 -3.798839 -8.232238 -9.258155 -5.5596414 -12.075563 -17.15589 -14.628851 -13.673308 -17.858051 -20.33382 -7.4155116 -3.164391 -6.3845377 -4.3845773 -1.5894397 -3.3727076 -3.935104 -2.8896046 0.31189135 -1.4095503 -5.467508 -6.586401 1.4427146 2.379527 -4.7789407 -2.3466902 -4.058679 -4.349072 -5.8833904 -2.140539 -3.1562889 -5.574873 -9.545223 -6.9433646 -3.9776604 -7.893258 -9.34403 -4.22908 -1.2033381 -4.2339244 -5.252122 -4.4659266 -2.158285 -3.8017788 -4.124023 -2.0164454 -7.2001514 -7.8997235 -4.0711327 -4.6323447 -7.145704 -5.4269643 -0.4163803 12.607802 10.788989 -5.6290917 -9.612342 -10.312094 -14.558172 -19.75407 -8.038916 -3.8042407 -10.228771 -17.594627 -17.5856 -17.594318
1521319800.813000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  12.77725 18.827698 17.430117 13.208836 8.830056 4.82468 5.824042 4.4060984 0.4837493 -0.5579635 -3.7874146 -7.7360926 -8.576126 -6.433198 -10.916652 -9.1048355 -6.0974593 -7.3302135 -9.670547 -8.843571 -12.234569 -14.797679 -10.719683 -11.456523 -11.867266 -11.932041 -13.796067 -8.556599 -8.759208 -14.585282 -6.997906 -7.4044237 -7.5156107 -9.57833 -6.508233 -6.936562 -12.9476 -10.300423 -12.407807 -11.016859 -8.754248 -9.704711 -9.688116 -7.5680213 -10.2504835 -7.384385 -9.930218 -8.891973 -11.764499 -15.058127 -12.271091 -8.784646 -11.660644 -11.9216795 -5.756324 -9.707349 -17.124834 -16.536985 -9.356263 -11.5443945 -12.519425 -15.247668 -10.849111 -14.632634 -15.737725 -20.017782 -21.44957 -24.263437 -23.44212 -26.748785 -28.25362 -26.095016 -23.26095 -14.108986 -8.773392 -12.686851 -12.412193 -11.495837 -15.524413 -13.677803 -13.513736 -9.675233 -10.496864 -14.100153 -17.303879 -8.1287565 -8.613767 -17.668932 -10.701992 -13.430371 -12.468093 -14.575716 -12.336822 -13.490119 -12.5034275 -13.178437 -14.181076 -14.818519 -13.589475 -13.708443 -14.979034 -12.942549 -14.418561 -16.73785 -14.803427 -10.8431425 -11.756863 -15.111459 -12.303667 -14.058567 -14.792111 -12.802511 -14.823615 -22.725231 -17.887358 -13.056878 -11.564066 -15.767421 -21.391304 -25.614452 -24.447674 -23.962868 -22.87246 -18.375328 -16.944864 -21.800581 -28.47534 -25.072496 -23.30305
1521319800.814000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.808096 15.052209 12.610115 8.368439 1.6683267 1.3596689 -0.59183294 -1.9807341 -8.536774 -9.632627 -9.8071995 -10.124613 -11.640602 -9.291235 -13.186091 -10.160548 -7.866889 -6.5207767 -14.233007 -14.666019 -7.6091456 -9.042868 -12.813692 -13.866565 -9.90351 -9.602376 -10.931421 -10.383399 -8.815964 -12.441523 -11.261611 -9.029666 -11.049584 -10.718182 -7.4728155 -5.9913363 -6.5850153 -11.884503 -17.93318 -11.01688 -9.756942 -10.745567 -11.825812 -9.571281 -8.7338295 -10.395522 -9.831184 -9.337698 -9.347712 -8.183378 -12.829931 -14.001143 -16.965376 -15.407816 -13.245271 -12.871015 -9.615278 -7.716671 -10.090493 -9.412704 -7.3074617 -9.235752 -14.072765 -11.735043 -18.729439 -20.465271 -17.313234 -17.303854 -29.612297 -34.21607 -29.067278 -24.440355 -20.89982 -21.204847 -18.556543 -15.432379 -15.768712 -17.452091 -15.508958 -15.740857 -14.007792 -12.236967 -12.969643 -15.106357 -16.128408 -10.582689 -11.355494 -12.383387 -13.677078 -15.298858 -13.977596 -21.122662 -20.216938 -11.965164 -13.074695 -11.950614 -12.485938 -19.965162 -19.479046 -15.021688 -16.895128 -17.999552 -14.268898 -14.68791 -13.188297 -13.338561 -16.393393 -16.601639 -12.955216 -14.17814 -20.30188 -18.90398 -15.686889 -20.574072 -20.076855 -21.66047 -16.6634 -18.768375 -17.555483 -14.658351 -20.97969 -22.967146 -22.342531 -23.295712 -26.2338 -28.051697 -26.115374 -28.065947 -36.101505
1521319800.814000 /muse/elements/raw_fft3 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  12.034738 17.815706 16.818283 10.287711 5.0113673 3.5107858 1.6881384 0.18429798 3.1979058 1.6647474 -2.1378872 -1.9573154 -2.532094 -3.5678012 -4.4095283 -3.0950034 1.0364057 0.0015516471 -7.3689694 -2.309616 -1.9502214 -6.883367 -6.4137993 -4.1307893 -3.2357876 -5.877547 -6.6555476 -9.014963 -7.9621353 -7.499488 -7.220512 -7.3128467 -9.448687 -5.5357356 -10.514654 -7.736645 -8.730126 -7.0591927 -9.484362 -6.705728 -9.465068 -9.222409 -4.24691 -5.0188837 -8.305413 -10.645628 -8.916579 -9.619279 -9.644298 -8.029559 -9.320004 -8.779881 -8.57864 -11.462004 -9.640345 -12.367413 -13.481124 -11.059578 -12.117245 -10.191895 -9.966506 -11.95046 -12.479675 -15.945333 -12.856937 -11.297416 -11.924359 -17.625418 -17.485672 -21.646584 -22.621675 -18.896975 -19.552622 -21.361116 -20.517498 -17.78524 -12.515863 -11.037579 -13.3927145 -15.141645 -9.432257 -13.214686 -8.367133 -9.03373 -12.163 -13.599574 -13.459265 -17.263186 -13.617719 -9.658711 -7.616646 -13.736339 -14.441656 -12.583232 -15.411309 -12.23638 -10.395133 -10.65845 -14.999205 -17.571087 -17.84686 -18.649273 -14.223118 -13.496432 -16.288244 -15.08317 -13.107408 -13.030132 -7.7293134 -6.8339734 -13.528408 -18.9524 -15.241875 -11.699956 -14.065474 -15.698982 -3.5089164 -5.70138 -15.128624 -12.870719 -19.163319 -20.859766 -20.196184 -19.606947 -18.721636 -22.292418 -29.015556 -28.42747 -25.276554
1521319800.814000 /muse/elements/low_freqs_absolute ffff  2.0394375 1.8124084 1.3116206 1.7695668
1521319800.814000 /muse/elements/alpha_absolute ffff  1.3977549 0.4730914 0.025131078 0.9201208
1521319800.814000 /muse/elements/beta_absolute ffff  1.242742 0.3722816 0.2974576 0.8177381
1521319800.814000 /muse/elements/delta_absolute ffff  2.005212 1.7549354 1.2605737 1.6966691
1521319800.814000 /muse/elements/gamma_absolute ffff  1.1788516 0.32443514 0.31063402 0.4196313
1521319800.814000 /muse/elements/theta_absolute ffff  0.9190023 0.9056694 0.35653207 0.9585567
1521319800.814000 /muse/elements/alpha_session_score ffff  0.68 0.46341464 0.0 0.2962963
1521319800.814000 /muse/elements/beta_session_score ffff  0.0 0.53571427 0.2 0.6896552
1521319800.814000 /muse/elements/delta_session_score ffff  1.0 0.9444444 0.7586207 0.88235295
1521319800.814000 /muse/elements/gamma_session_score ffff  0.3548387 0.89285713 0.9230769 0.6333333
1521319800.815000 /muse/elements/theta_session_score ffff  0.028571429 0.8674699 0.43243244 0.3877551
1521319800.815000 /muse/eeg ffff  834.005004883 888.289367676 783.010620117 758.3359375
1521319800.815000 /muse/eeg ffff  819.200195312 884.999450684 774.785766602 745.176086426
1521319800.815000 /muse/eeg ffff  789.590576172 886.64440918 769.850830078 746.821105957
1521319800.815000 /muse/eeg ffff  786.300598145 888.289367676 768.205810547 735.306213379
1521319800.815000 /muse/eeg ffff  761.625915527 898.159240723 776.430725098 736.951171875
1521319800.815000 /muse/eeg ffff  814.265258789 908.029174805 771.495788574 730.371276855
1521319800.815000 /muse/eeg ffff  801.105407715 904.739196777 761.625915527 712.276489258
1521319800.815000 /muse/acc fff  -316.406738281 933.595214844 101.562660217
1521319800.822000 /muse/acc fff  -312.500488281 933.595214844 101.562660217
1521319800.839000 /muse/acc fff  -312.500488281 933.595214844 105.468917847
1521319800.877000 /muse/acc fff  -308.594238281 937.501464844 105.468917847
1521319800.877000 /muse/eeg ffff  812.620300293 912.964111328 756.690979004 717.211425781
1521319800.877000 /muse/eeg/quantization iiii  1 1 1 1
1521319800.877000 /muse/eeg ffff  755.045959473 912.964111328 759.980895996 717.211425781
1521319800.877000 /muse/eeg ffff  743.53112793 912.964111328 759.980895996 720.501403809
1521319800.878000 /muse/eeg ffff  736.951171875 914.609069824 756.690979004 717.211425781
1521319800.878000 /muse/eeg ffff  806.040344238 929.413879395 763.270874023 727.081298828
1521319800.878000 /muse/eeg ffff  814.265258789 944.218688965 763.270874023 727.081298828
1521319800.878000 /muse/eeg ffff  791.235534668 937.638793945 761.625915527 732.016235352
1521319800.878000 /muse/eeg ffff  822.49017334 942.573730469 758.3359375 725.436340332
1521319800.878000 /muse/eeg ffff  783.010620117 940.928771973 755.045959473 725.436340332
1521319800.878000 /muse/eeg ffff  835.650024414 945.863708496 759.980895996 736.951171875
1521319800.878000 /muse/eeg ffff  843.874938965 957.378540039 769.850830078 745.176086426
1521319800.878000 /muse/eeg ffff  825.780151367 947.508666992 766.560852051 758.3359375
1521319800.878000 /muse/eeg ffff  799.460449219 944.218688965 763.270874023 748.466064453
1521319800.878000 /muse/eeg ffff  847.164855957 947.508666992 758.3359375 748.466064453
1521319800.878000 /muse/eeg ffff  848.809875488 955.733581543 766.560852051 750.111022949
1521319800.878000 /muse/elements/alpha_relative ffff  0.14956611 0.04072339 0.040957633 0.11264305
1521319800.878000 /muse/elements/beta_relative ffff  0.10466951 0.031924773 0.07610562 0.087147616
1521319800.878000 /muse/elements/delta_relative ffff  0.60574555 0.78796506 0.71429056 0.64384574
1521319800.878000 /muse/elements/gamma_relative ffff  0.09035036 0.027135793 0.075561225 0.0381424
1521319800.879000 /muse/elements/theta_relative ffff  0.049668446 0.112250976 0.09308497 0.11822119
1521319800.879000 /muse/elements/horseshoe ffff  1.0 1.0 1.0 1.0
1521319800.879000 /muse/elements/is_good iiii  0 1 1 1
1521319800.879000 /muse/elements/blink i  0
1521319800.879000 /muse/elements/jaw_clench i  0
1521319800.879000 /muse/elements/touching_forehead i  1
1521319800.879000 /muse/elements/experimental/concentration f  0.2428474
1521319800.879000 /muse/elements/experimental/mellow f  0.0
1521319800.879000 /muse/elements/raw_fft0 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  15.569825 20.721317 14.511728 14.173277 12.602759 7.90251 6.517688 5.1404448 6.640519 3.683526 5.688525 4.684082 4.566753 -1.2081872 -1.653273 7.0580482 8.969811 3.2606819 3.1089354 7.637957 5.328371 -1.7857611 -5.3008714 -5.551854 -2.8538196 -2.6231122 -2.4657507 -0.76530266 -6.208208 -3.8284507 -0.37259185 3.302373 4.723539 0.67433655 -0.7361048 -1.5407568 -3.220928 2.9906652 -0.057067186 0.030123226 -2.8358948 -1.5389751 -2.5156138 -0.53919405 -2.4337194 -5.4084353 -4.7623243 -1.2960824 -8.092048 -7.287241 -5.53972 -1.0668172 -2.4373267 -1.0078124 4.536299 -1.0684261 -8.224356 -6.0432944 1.7391007 1.4579347 -7.7092867 -6.1952243 -0.17788567 -4.0848002 -7.428204 -7.9190354 -5.311445 -11.869965 -17.372171 -14.669572 -13.331143 -17.832329 -21.805397 -6.7946362 -2.7851422 -6.6772265 -4.704552 -1.8482673 -3.580912 -4.42776 -2.8576164 -0.060987554 -1.0049189 -5.0481386 -6.614742 1.1180996 1.7027647 -5.3633084 -1.5761892 -2.4122305 -4.079869 -6.3879714 -2.0693536 -4.184419 -5.5953965 -8.652909 -6.475343 -4.3258514 -6.791027 -9.252576 -3.5477514 -0.45108545 -4.1367445 -4.5837913 -4.3802495 -2.3970833 -4.203066 -4.0391665 -1.869201 -6.944981 -7.8041854 -3.5183702 -3.5878909 -6.8347454 -5.4087777 -0.2490454 12.738334 10.894305 -5.8638678 -9.636414 -10.203643 -14.871566 -19.965342 -8.404124 -3.9866016 -10.307741 -16.22706 -16.832323 -18.718119
1521319800.880000 /muse/elements/raw_fft1 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  12.113655 18.657215 17.380703 13.196996 8.760942 4.8510375 5.733251 4.3717856 0.60125345 -0.9714326 -3.841521 -9.077468 -8.669142 -7.354145 -10.546736 -8.990592 -5.652491 -7.579908 -9.552391 -7.662975 -13.049711 -14.367947 -11.263922 -12.532133 -12.066079 -11.479567 -11.53524 -8.044679 -8.60198 -14.776978 -7.664054 -7.270302 -7.767716 -9.024354 -6.19144 -7.089098 -13.465061 -11.13462 -11.600991 -10.4827175 -8.690493 -9.552107 -10.079718 -7.7093234 -9.974143 -7.9735575 -10.271972 -8.906233 -12.422945 -14.677009 -12.498296 -8.576142 -11.608255 -11.129412 -5.8268847 -10.204648 -16.344545 -15.771129 -9.296133 -10.640019 -11.773942 -15.424622 -10.617172 -14.967767 -16.482096 -19.174406 -21.389845 -23.413118 -23.544508 -26.535887 -28.251223 -25.97994 -23.487091 -13.588688 -8.680562 -12.716245 -11.977499 -11.443251 -16.36353 -14.796523 -14.191759 -10.182257 -9.996732 -13.770634 -16.008757 -7.73044 -8.860553 -18.845013 -10.618382 -12.287377 -12.9030285 -15.032357 -12.17671 -14.775649 -13.205081 -13.245726 -14.280473 -15.755723 -13.701792 -14.367609 -14.389707 -11.999443 -14.345216 -16.43106 -14.9303875 -11.669196 -12.96552 -15.4535675 -12.005623 -14.254424 -14.27284 -12.297711 -13.790571 -21.52247 -17.63437 -12.850805 -11.748414 -15.933012 -21.695435 -26.26248 -23.211348 -24.062578 -22.0906 -18.304234 -17.152416 -21.027365 -28.350628 -25.62475 -24.883469
1521319800.880000 /muse/elements/raw_fft2 fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff  8.564869 14.802952 12.65589 8.334706 1.8025901 1.3692706 -0.202502 -2.1084442 -7.3641434 -9.285759 -9.976169 -10.069291 -11.578497 -9.513446 -12.741247 -10.086452 -7.8312364 -6.141728 -13.490457 -15.156865 -7.4409285 -9.194168 -12.812191 -13.737588 -10.250648 -9.154745 -11.02656 -10.823161 -8.7196455 -12.650221 -12.942091 -9.819969 -12.686726 -11.501269 -6.9199657 -6.061967 -6.717808 -13.000916 -17.770306 -11.039551 -9.341634 -10.81844 -11.607667 -9.681931 -9.4122715 -10.998717 -10.217602 -9.555214 -8.940294 -8.418018 -12.907599 -13.449425 -16.184084 -14.3169985 -13.201375 -13.180189 -9.761273 -8.129834 -12.248541 -9.716826 -7.3930197 -9.187581 -13.4121275 -11.760118 -18.731112 -21.017757 -17.227436 -17.697332 -27.340614 -34.301525 -28.809835 -24.18992 -21.556952 -22.173445 -19.109455 -16.044992 -15.821413 -16.736073 -15.524068 -16.444952 -14.937476 -12.273205 -13.034789 -15.031346 -16.496477 -10.220645 -11.596531 -13.388645 -12.81465 -13.320399 -12.237467 -19.012245 -18.312574 -11.963065 -13.373749 -11.789414 -12.315793 -19.252272 -18.55992 -14.9682865 -17.354856 -18.350742 -13.945657 -13.782665 -13.271301 -14.301181 -17.294992 -16.511562 -13.506379 -14.833223 -19.908678 -18.395638 -15.952181 -19.978163 -19.795107 -21.818037 -16.767857 -19.372355 -17.185383 -14.705046 -21.241398 -23.33989 -23.438633 -23.322786 -26.449812 -28.755812 -26.267279 -28.204702 -37.53595
